"","Model","Metric","Estimate","lwr","upr","pval","Time","Simulation"
"15034","Bliss","SS",0.537517900781356,-1.4224460837587,2.49748188532141,0.590909923323234,12,752
"15035","Bliss","SS",0.636004375678516,-1.32395960886154,2.59596836021857,0.524773570029264,15,752
"15036","Bliss","SS",1.10890556968587,-0.851058414854184,3.06886955422592,0.267470920853424,18,752
"15037","Bliss","SS",1.20438104337819,-0.755582941161866,3.16434502791824,0.228442335518392,21,752
"15038","Bliss","SS",1.57067841386659,-0.389285570673466,3.53064239840664,0.116257365680473,24,752
"15039","Bliss","SS",1.73496683825498,-0.224997146285073,3.69493082279504,0.082746679128265,27,752
"15040","Bliss","SS",2.14942831616308,0.189464331623028,4.10939230070314,0.031600462820713,30,752
"15041","Bliss","CI",1.0333081585813,0.768180797908731,1.38994069299495,0.828524895940707,3,753
"15042","Bliss","CI",1.00405176678912,0.622994641268256,1.61818398363762,0.986751143652648,6,753
"15043","Bliss","CI",1.02470673306296,0.637503592576796,1.64708701411446,0.919716061363596,9,753
"15044","Bliss","CI",0.963111581904122,0.550713404714733,1.68433147124564,0.895146758110991,12,753
"15045","Bliss","CI",0.952508157283415,0.571798832068625,1.58669752159018,0.851757488645154,15,753
"15046","Bliss","CI",0.87385996273121,0.529369561182481,1.44252954922234,0.598024506519743,18,753
"15047","Bliss","CI",0.724545182837483,0.448005812573963,1.17178328325,0.188963387955064,21,753
"15048","Bliss","CI",0.684051218401862,0.416541170963424,1.12336091127511,0.133525047093062,24,753
"15049","Bliss","CI",0.675037409709412,0.416807870373015,1.09325072028845,0.110146134460451,27,753
"15050","Bliss","CI",0.60602334927626,0.378143761240242,0.971229298252749,0.0374085473908118,30,753
"15051","Bliss","SS",-0.216593828217121,-2.17655781275717,1.74337015632293,0.828524895940707,3,753
"15052","Bliss","SS",-0.0166057421059205,-1.97656972664597,1.94335824243413,0.986751143652648,6,753
"15053","Bliss","SS",-0.100791390573461,-2.06075537511351,1.85917259396659,0.919716061363596,9,753
"15054","Bliss","SS",0.13179459969516,-1.82816938484489,2.09175858423521,0.895146758110991,12,753
"15055","Bliss","SS",0.186876469690639,-1.77308751484941,2.14684045423069,0.851757488645154,15,753
"15056","Bliss","SS",0.527243496743292,-1.43272048779676,2.48720748128335,0.598024506519743,18,753
"15057","Bliss","SS",1.31365186036641,-0.646312124173649,3.27361584490646,0.188963387955064,21,753
"15058","Bliss","SS",1.50034504412949,-0.459618940410562,3.46030902866954,0.133525047093062,24,753
"15059","Bliss","SS",1.597536651803,-0.362427332737057,3.55750063634305,0.110146134460451,27,753
"15060","Bliss","SS",2.08127712835039,0.121313143810339,4.04124111289045,0.0374085473908118,30,753
"15061","Bliss","CI",1.8326862900413,1.24762093640472,2.69211500039768,0.00201791451981644,3,754
"15062","Bliss","CI",1.28166717341817,0.824341764093637,1.99270595639885,0.270421887322401,6,754
